symbol,last,turnover24h,price24h_pct,1D,4H,1H,15m,1D_protected_low,1D_protected_high,1D_last_bos_side,1D_last_bos_level,1D_last_choch_side,1D_last_choch_level,4H_location,1H_location,15m_rsi,long_score,long_grade,long_rr,long_entry,long_stop_hint,long_target_hint,long_15m_trigger,long_5m_trigger,long_sweep15,long_mss15,long_disp15,long_fvg5,long_htf_aligned,long_chase_penalty,long_entry_model_ready,long_reasons,short_score,short_grade,short_rr,short_entry,short_stop_hint,short_target_hint,short_15m_trigger,short_5m_trigger,short_sweep15,short_mss15,short_disp15,short_fvg5,short_htf_aligned,short_chase_penalty,short_entry_model_ready,short_reasons,rs_vs_btc_30m_pct,rs_vs_btc_1h_pct,rs_vs_btc_4h_pct,btc_return_30m_pct,btc_return_1h_pct,btc_return_4h_pct,long_relative_strength_adj,short_relative_strength_adj,long_rs_persistence_bonus,short_rs_persistence_bonus,long_rs_positive_horizons,short_rs_positive_horizons,oi_change_15m_pct,oi_change_1h_pct,oi_change_4h_pct,long_oi_adj,short_oi_adj,oi_accelerating,long_score_base,short_score_base
LINKUSDT,12.353,52543448.7788,5.1797,bearish,bullish,bullish,bullish,10.903,13.676,bullish,12.075,bearish,10.903,premium,premium,49.893430875948646,-2.207401447181983,C,0.9699999999999988,12.353,12.253,12.45,0,0,False,False,False,bearish,False,0.0,False,1D reverse | 4H bullish | 1H bullish | 15m bullish,3.53502158756863,C,1.0309278350515476,12.353,12.45,12.253,1,1,False,False,False,bearish,False,0.0,False,1D bearish | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.53131293836014,-0.5421537042613056,-0.6747578613494953,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.927717844499556,2.927717844499556,0.0,2.0,0,3,0.013187541823378446,-0.24676953167530602,0.029327227013298263,-0.012891032700026079,0.7131684779999254,False,-1.266792569982401,-0.1058647349308512
TAOUSDT,254.36,51082506.7025,5.2618,bullish,bullish,bullish,bullish,213.11,210.53,bullish,242.12,bullish,210.53,premium,premium,51.4251828469184,11.648544346974383,B+,1.4175438596490988,254.36,251.51,258.4,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-9.262253477053843,C,0.7054455445544674,254.36,258.4,251.51,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-1.6337204702347452,-0.3781131468925669,-0.6964853485778688,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.240337501690985,2.490337501690985,0.0,1.25,0,3,0.29272802908200113,0.6029948543517571,-1.0916513666686,0.7880291087531582,1.608654596437595,True,12.100852739912211,-13.361245575182425
AVAXUSDT,8.484,49721020.5699,7.4445,bullish,bullish,bullish,bullish,7.166,6.988,bullish,7.799,bullish,6.988,premium,premium,54.79249750624939,11.694119398017616,B+,0.5040650406504187,8.479,8.356,8.541,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-7.409647076228873,C,1.9838709677418875,8.479,8.541,8.356,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.7379080234779289,-0.05627096288836064,-1.2854753094482363,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.0376405453153958,2.287640545315396,0.0,1.25,0,3,0.12497100343273893,0.252814401807111,0.9534027647610133,1.5490788889399059,2.39022539697116,True,11.182681054393106,-12.087513018515429
AAPLUSDT,335.21,49188564.0694,-0.4306,bullish,bullish,bearish,bearish,328.32,314.1,bullish,336.24,bullish,314.1,premium,equilibrium,43.966050521801655,5.615390257291868,C,6.000000000005684,335.21,335.16,335.51,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H reverse | 15m reverse,-4.9906334146969344,C,0.1666666666665087,335.21,335.51,335.16,1,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H bearish | 15m bearish | 4H premium,0.06681176210078243,-0.0033287343319088336,0.29943804707691646,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.1624523023387526,-0.1624523023387526,0.0,0.0,2,1,0.00998194623305082,-0.054926649523645565,0.15241061765174369,0.0011922970888733622,0.7534065631110668,False,5.451745657864243,-5.581587675469249
MYXUSDT,0.08845,48557071.7938,42.871,bullish,bullish,bullish,bullish,0.0544,0.07567,bearish,0.06527,bullish,0.07567,equilibrium,equilibrium,51.68114925452035,11.52474793590689,B+,7.320512820512784,0.08845,0.08767,0.09416,1,0,False,False,False,bearish,True,3.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-12.483355921177454,C,0.1366024518388798,0.08845,0.09416,0.08767,0,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse,-1.5364577377759647,-1.2686088453492617,-0.11134072886631596,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.504957244942113,2.754957244942113,0.0,1.25,0,3,-1.1811044992609765,0.17637273045820745,8.779638915474063,0.10520418525752942,1.050583386450084,False,12.924500995591472,-16.28889655256965
FUSDT,0.004272,45406439.0968,30.7527,bullish,bullish,bullish,bearish,0.003009,0.003492,bearish,0.002791,bullish,0.003492,equilibrium,equilibrium,38.17072362519079,6.5645674700907435,B,2.6323529411764954,0.004272,0.004204,0.004451,0,0,False,False,False,bearish,True,3.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-9.547320614545523,C,0.3798882681564209,0.004272,0.004451,0.004204,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish,-2.7308182546875948,-2.755641611231008,-2.725209069889978,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.890083627955991,4.890083627955991,0.0,2.0,0,3,-2.517873354438227,-1.247906114135211,0.8283025265274357,-0.290548820976707,-0.08013948850487718,False,9.745199919023442,-14.357264753996636
LITUSDT,4.906,41405128.2647,-2.673,bullish,bullish,bullish,bullish,3.163,1.133,bullish,3.92,bullish,1.133,premium,premium,54.603946595246434,13.508043197041527,B+,0.0743801652892593,4.906,4.785,4.915,1,4,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-11.164035300302263,C,13.444444444443883,4.906,4.915,4.785,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.6274698719915928,0.8210189026713,-1.2216962394148045,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.4472211582643891,0.4472211582643891,0.0,0.0,1,2,-0.0069683713367574285,-0.5467415042165191,-1.0552817452946117,0.5840625362820111,-0.05807811230129611,False,13.371201819023906,-11.553178346265357
LTCUSDT,57.49,39379183.447,4.6977,bullish,bullish,bullish,bearish,50.11,46.05,bullish,55.22,bullish,46.05,premium,premium,38.28322937375445,7.022157394025699,B,,57.49,57.9,58.44,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-2.2898516641271263,C,2.789473684210537,57.49,58.44,54.84,3,1,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-1.3362341773478503,-1.5286425867751308,-1.6605449669416017,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.270257835370714,5.020257835370714,0.0,2.75,0,3,-0.1835252267726406,0.17208395974452895,0.47625130159305584,0.004308546789729916,0.7623101336849426,False,9.288106682606683,-8.072419633182783
VVVUSDT,28.064,37762708.361,11.2568,bullish,bullish,bullish,bearish,15.741,12.63,bullish,18.533,bullish,12.63,premium,premium,52.48136171734337,8.862919726830317,B,0.1621253405994551,28.104,27.37,28.223,1,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-8.765898726740659,C,6.168067226890753,28.104,28.223,27.37,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,0.23459677213867325,0.9028784153232605,-3.0390092723811213,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.5379902393265255,0.5379902393265255,0.0,0.0,2,1,-0.1121861859004869,-0.6638133293459747,-1.4749161192711302,0.5079593717301039,-0.08471421989446362,False,8.892950594426738,-9.21917474617272
INJUSDT,7.028,36911945.2558,18.5041,bullish,bullish,bullish,bullish,5.151,4.697,bullish,6.432,bullish,4.697,premium,premium,68.92940901985322,20.29254930883231,B+,0.0652920962199318,7.028,6.737,7.047,3,3,False,True,False,bullish,True,1.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-15.231182033141462,C,,7.028,6.916,6.737,0,0,False,False,False,bullish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,0.5356859139005077,1.2282647323341722,3.0356047114228124,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,4.994952192707475,-2.2449521927074754,2.75,0.0,3,0,0.8243109879456201,3.2297445092799526,4.979272438768589,2.605438246675206,1.136903386336322,False,12.692158869449628,-14.123133226770308
TRUMPUSDT,2.035,35787694.2152,0.2471999999999999,bullish,bullish,bullish,bearish,1.811,1.508,bullish,2.061,bullish,1.508,equilibrium,premium,40.69753227735914,11.307039173425391,B+,0.8571428571428436,2.035,2.021,2.047,1,2,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-10.190571310864307,C,1.1666666666666852,2.035,2.047,2.021,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish,-0.7746172120032147,-0.3785531033523193,-0.9133324468469706,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.0937341912848968,2.343734191284897,0.0,1.25,0,3,-0.6445137862173156,0.14787315884283725,-1.1391749603419932,-0.07786297959102573,0.5275343440256408,False,12.478636344301314,-13.061839846174845
USELESSUSDT,0.27966,35191026.6509,8.830499999999999,bullish,bullish,bullish,bearish,0.05861,0.06337,bullish,0.07395,bullish,0.06337,premium,premium,35.41465701223997,7.202116462056027,B,,0.27966,0.28103,0.30906,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-2.260616573444562,C,1.4374149659863962,0.27966,0.30906,0.2374,3,1,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-0.9043071118788881,-1.86411164294491,-6.026580327070974,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.8467739279684086,5.596773927968409,0.0,2.75,0,3,0.26048732144141606,0.22955880970378928,-0.3329170007181248,0.7803176152333366,1.5866217578095332,True,9.2685727747911,-9.444012259222504
BCHUSDT,246.8,32757870.594,-0.2829,bullish,bullish,bearish,bearish,199.4,205.1,bullish,218.7,bullish,205.1,premium,premium,30.31729463814851,1.7879998568361262,C,1.090909090909058,246.8,245.7,248.0,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H reverse | 15m reverse,-1.6477198707722382,C,0.9166666666666944,246.8,248.0,245.7,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H bearish | 15m bearish | 4H premium,-0.33850720038534066,-0.3087956851713036,-3.6935856968123844,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.5985970506194906,2.8485970506194906,0.0,1.25,0,3,-0.11499305806252913,-0.12240587823696414,-2.886917593717031,-0.08543844863345129,0.5058901467615677,False,3.472035356089068,-5.002207068153297
OPUSDT,0.12259,32671542.6536,11.6302,bullish,bullish,bullish,bullish,0.09051,0.09284,bullish,0.10531,bullish,0.09284,premium,premium,50.94901942304831,11.511795431184044,B+,51.66666666666266,0.12259,0.12253,0.12569,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-9.636110074523648,C,0.0193548387096789,0.12259,0.12569,0.12253,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-1.675530574941242,-2.3801147541210765,-0.9906962145555198,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.1962784858222077,3.4462784858222077,0.0,1.25,0,3,-0.49343977421651974,1.4545120195995853,2.622416499986402,0.10240606058211596,1.0425887445203315,False,13.605667856424136,-14.124977304866189
MSTRUSDT,155.22,30311673.3974,14.1564,bullish,bullish,bullish,bullish,123.38,104.64,bullish,138.25,bullish,104.64,premium,premium,56.56271015924537,10.218016351245181,B+,1.0,155.22,154.67,155.77,0,0,False,False,False,bearish,True,1.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-9.90356246197883,C,1.0,155.22,155.77,154.67,1,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.26060431887868774,-0.21059997734463876,-0.06425536025924661,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.31737434400248815,1.567374344002488,0.0,1.25,0,3,-0.2963474203775629,-0.487903828497005,-0.013712040605828868,-0.05725326989252884,0.5864192288784891,False,10.592643965140198,-12.057356034859806
XAUTUSDT,4373.6,29898264.1755,-0.1415,bearish,bullish,bullish,bullish,4315.7,4438.1,bearish,4295.0,bearish,4315.7,premium,premium,46.18644299708166,-1.5650279151003919,C,0.615384615384436,4373.6,4369.7,4376.0,0,0,False,False,False,bearish,False,0.0,False,1D reverse | 4H bullish | 1H bullish | 15m bullish,2.0850763189974098,C,1.6250000000004736,4373.6,4376.0,4369.7,1,3,False,False,False,bearish,False,0.0,False,1D bearish | 4H reverse | 1H reverse | 15m reverse | 4H premium,0.0667105832783288,-0.031156401962795233,0.3188102209652377,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.1545502254724823,-0.1545502254724823,0.0,0.0,2,1,-0.0019454471689828168,-0.004278499287979631,0.009305961527750206,-0.00022114592406966932,0.749368154502658,False,-1.7193569946488043,1.4902583899672337
DASHUSDT,60.59,29575004.6416,-1.4511,bullish,bullish,bullish,bearish,36.8,32.3,bullish,48.46,bullish,32.3,premium,equilibrium,39.747844759556216,8.636634645768444,B+,5.695652173912924,60.59,60.36,61.9,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-7.45560795824371,C,0.1755725190839731,60.59,61.9,60.36,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-1.284446142825868,-1.084514075061327,-3.121116592850448,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.5573278820343432,4.557327882034343,0.0,2.0,0,3,-0.6604631346623147,0.8067846178150928,-1.3359107977774953,-0.04440740078105202,0.623121712054137,False,11.23836992858384,-12.63605755233219
FARTCOINUSDT,0.16039,29107646.1871,5.603899999999999,bullish,bullish,bullish,bearish,0.13028,0.14369,bullish,0.14903,bullish,0.14369,premium,premium,41.19415209604958,11.120741379562125,B+,110.50000000004232,0.16039,0.16037,0.1626,0,2,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-6.0914474396412945,C,0.0090497737556526,0.16039,0.1626,0.16037,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-1.1912782794420318,-1.190773296212888,-1.531484863903032,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.02942699144043,4.02942699144043,0.0,2.0,0,3,0.48930219995095836,0.6934498258004185,-0.9732710910252962,0.814565536086191,1.6844729602462598,True,12.335602834916363,-11.805347391327984
XLMUSDT,0.1956,28824582.6903,3.8912,bullish,bearish,bullish,bullish,0.1712,0.163,bullish,0.1881,bullish,0.163,premium,premium,56.162476886445205,3.7385488856571913,C,0.2857142857142843,0.1956,0.1928,0.1964,1,1,False,False,False,bullish,False,0.0,False,1D bullish | 4H reverse | 1H bullish | 15m bullish,-0.14040782836784604,C,3.5000000000000173,0.1956,0.1964,0.1928,0,0,False,False,False,bullish,False,0.0,False,1D reverse | 4H bearish | 1H reverse | 15m reverse | 4H premium,-0.40540781635373113,-0.139278864078074,0.19926075634535412,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.2685637389147339,0.2685637389147339,0.0,0.0,1,2,0.12187869102024962,0.19725748417469546,0.6121000250251418,1.5374931274629584,2.357123221322738,True,2.4696194971089667,-2.7660947886053178
XAGUSDT,66.44,27484957.2563,-0.5538000000000001,bearish,bullish,bullish,bearish,63.62,67.54,bullish,67.0,bearish,63.62,premium,premium,45.27361122813166,-3.039120156672805,C,,66.44,66.45,66.48,0,1,False,False,False,bullish,False,0.0,False,1D reverse | 4H bullish | 1H bullish | 15m reverse,6.016962043614803,C,9.74999999999849,66.44,66.48,66.05,3,2,False,True,False,bullish,False,0.0,False,1D bearish | 4H reverse | 1H reverse | 15m bearish | 4H premium,0.07548509782228097,-0.0004816191860324004,0.2628813462817292,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.15520623031670086,-0.15520623031670086,0.0,0.0,2,1,-0.008816992428184456,-0.49855640514940847,-0.6097761320556283,-0.04496441335022639,0.6215302475707818,False,-3.1493619736392797,5.550638026360722
TSLAUSDT,364.85,23790694.4226,-0.9877,bullish,bullish,bullish,bearish,345.76,318.55,bullish,369.16,bullish,318.55,equilibrium,equilibrium,48.17025172990408,13.623843555842749,B+,3.6363636363629785,364.85,364.74,365.25,1,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-14.181437166832152,C,0.2750000000000497,364.85,365.25,364.74,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish,0.05352929650814797,-0.07306312894101996,0.27368531847327127,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.10424497285443599,-0.10424497285443599,0.0,0.0,2,1,-0.07937439388230327,0.708484695672218,1.454354164363747,0.06903573547980553,0.9472449585137301,False,13.450562847508506,-15.024437152491446
PIEVERSEUSDT,1.7003,23031459.9098,50.392,bullish,bullish,bullish,bullish,1.0059,0.714,bullish,1.3665,bullish,0.714,premium,premium,54.60890338272634,8.738351952061253,B,7.44864864864866,1.6999,1.6814,1.8377,1,0,False,False,False,bearish,True,4.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-8.968931108995866,C,0.134252539912917,1.6999,1.8377,1.6814,2,5,False,False,True,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-6.380478294982694,-6.379920809537243,1.0699308288289133,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.3720276684684345,1.3720276684684345,0.0,0.0,1,2,-0.11561655177956265,1.754387635127741,0.8990851497074903,0.11545103343474669,1.0798600955278477,False,9.99492858709494,-11.420818872992148
AEROUSDT,0.67,22925595.6793,9.5214,bullish,bullish,bullish,bearish,0.536,0.4614,bullish,0.5855,bullish,0.4614,premium,premium,60.78358091653856,14.165314235500247,B,0.2095808383233495,0.67,0.6533,0.6735,1,1,False,False,False,bullish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-9.48594522200631,C,4.771428571428657,0.67,0.6735,0.6533,0,0,False,False,False,bullish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-0.014164166491181795,0.3001098205766217,3.2521045971614315,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,1.8586187218621204,-1.3586187218621204,0.5,0.0,2,1,0.8263829864737948,0.7724816241935439,4.502883091495358,2.902986423783024,1.7285452483240584,True,9.403709089855104,-9.855871748468248
SKHYUSDT,186.43,21978744.21,0.42,bullish,bullish,bullish,bullish,157.32,177.94,bearish,153.05,bullish,177.94,equilibrium,premium,41.90434730085603,14.910814117054768,B+,1.9130434782607084,186.43,186.2,186.87,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-13.023226492767439,C,0.5227272727273168,186.43,186.87,186.2,1,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse,-0.04977598165319952,-0.2156131074269374,0.17636222592177786,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.08338243755917346,0.08338243755917346,0.0,0.0,1,2,0.013769862017509737,0.022312568189053472,-0.3545149174245643,0.7443519264730709,1.483862647065917,True,14.24984462814087,-14.59047157739253
MUUSDT,1006.25,21837718.4568,1.8358,bullish,bullish,bullish,bearish,913.42,1011.96,bullish,970.12,bullish,1011.96,premium,premium,35.643157512454025,8.982717815717105,B,,1006.25,1007.53,1009.68,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-4.882826191472835,C,7.845481049562787,1006.25,1009.68,979.34,3,5,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-0.09773411917977093,-0.24513177650474782,0.04498782365065512,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.18443474483557737,0.18443474483557737,0.0,0.0,1,2,-0.09814951795471538,-0.014619646565383615,-0.36396617117011587,-0.018530344463665825,0.6970561586752405,False,9.18568290501635,-5.764317094983653
XPLUSDT,0.08897,21745294.537,1.4628,bearish,bullish,bullish,bearish,0.07942,0.10118,bullish,0.09469,bearish,0.07942,equilibrium,premium,32.40951926806697,-2.344103701378808,C,,0.08897,0.08901,0.08977,0,0,False,False,False,bearish,False,0.0,False,1D reverse | 4H bullish | 1H bullish | 15m reverse,11.445702867247167,C,3.199999999999955,0.08897,0.08977,0.08641,3,3,False,True,False,bearish,False,0.0,False,1D bearish | 4H reverse | 1H reverse | 15m bearish,-0.6991606316466892,-0.7679927996673719,-2.831884363804993,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.028936801100185,4.778936801100185,0.0,2.75,0,3,0.21979742012236958,0.6956087379761389,2.6844013613495754,1.6248869819214795,2.6068199483470846,True,-1.9400538822001023,4.059946117799898
KORUUSDT,19.72,21565545.9365,-1.7447,bullish,bearish,bullish,bearish,18.4,23.38,bullish,23.58,bullish,23.38,discount,premium,42.38493952911853,6.052706402488989,C,2.3333333333335307,19.72,19.69,19.79,0,2,False,False,False,bearish,False,0.0,False,1D bullish | 4H reverse | 1H bullish | 15m reverse | 4H discount,-4.274987906903194,C,0.4285714285713923,19.72,19.79,19.69,1,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H bearish | 1H reverse | 15m bearish,0.05491982572193299,-0.13725457258011442,0.353106910191503,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.10099342057969243,-0.10099342057969243,0.0,0.0,2,1,-0.15702634781203928,-0.7439679301960989,-0.24988568152655155,-0.06512453417650912,0.563929902352831,False,6.016837516085806,-4.7379243886763325
SNXXUSDT,17.72,21410293.8905,17.9282,bearish,bullish,bullish,bullish,,19.89,bearish,13.75,,,premium,premium,44.372801138659895,-2.6801988941560198,C,,17.72,17.73,18.14,0,0,False,False,False,bearish,False,1.0,False,1D reverse | 4H bullish | 1H bullish | 15m bullish,5.738087315042958,C,6.999999999999971,17.72,18.14,14.78,3,5,False,True,False,bearish,False,0.0,False,1D bearish | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.175478386449468,-0.2664894837001719,0.016028258506095572,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.25980839843597003,0.25980839843597003,0.0,0.0,1,2,0.3866238140156186,-0.14139017171100887,-2.3674725520278272,-0.027639547208518765,0.6710298651185178,False,-2.392750948511531,4.80724905148847
SKHYNIXUSDT,1338.83,21064923.9829,0.6168,bullish,bullish,bullish,bullish,1148.47,1356.46,bearish,1155.68,bullish,1356.46,equilibrium,premium,41.49400181395185,15.305502334482341,B+,7.066666666668132,1338.83,1338.53,1340.95,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-15.455790596281195,C,0.1415094339622348,1338.83,1340.95,1338.53,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse,0.01677042863165168,-0.10033064505345912,0.15034880359441338,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.015134645962262702,-0.015134645962262702,0.0,0.0,2,1,-0.046840730494968064,-0.271615120274904,-0.7880383388804035,-0.03905626996990067,0.6384106572288553,False,15.32942395848998,-16.079066607547787
DOTUSDT,1.128,19684586.8074,0.0443,bullish,bullish,bullish,bullish,0.8058,0.8682,bullish,1.0329,bullish,0.8682,premium,premium,43.62867154637439,11.89105128877313,B+,1.026666666666694,1.128,1.1205,1.1357,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-7.547885556263337,C,0.974025974025948,1.128,1.1357,1.1205,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.28359550295115055,-0.38341626024518405,-2.072815806841921,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.232903097108172,3.232903097108172,0.0,2.0,0,3,0.36147446966454666,0.6183759496960928,0.37701530689986384,1.57963719797812,2.4775348513660576,True,11.544317187903182,-13.258323504737566
ETHFIUSDT,0.7359,19106194.9531,13.3077,bullish,bullish,bullish,bullish,0.5147,0.4185,bullish,0.61,bullish,0.4185,premium,premium,55.18090160594645,15.38001244613101,B+,0.7868852459016444,0.7359,0.7237,0.7455,1,0,False,False,False,bearish,True,1.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-14.619115852706484,C,1.270833333333325,0.7359,0.7455,0.7237,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,0.20063542123930356,0.8490406139814777,1.4364859557208565,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,3.933814073610839,-1.1838140736108391,2.75,0.0,3,0,-0.18795457091417278,-0.06297666725685325,0.11640995550110667,0.6968434446884528,-0.018604794359041495,False,10.749354927831718,-13.416696984736603
HBARUSDT,0.07942,18424818.9512,3.8663,bullish,bearish,bullish,bearish,0.07268,0.07004,bullish,0.07973,bullish,0.07004,premium,premium,53.619543704905176,0.7764710776899838,C,0.1111111111111206,0.07944,0.07863,0.07953,1,3,False,False,False,bullish,False,0.0,False,1D bullish | 4H reverse | 1H bullish | 15m reverse,0.4270663363772941,C,8.999999999999229,0.07944,0.07953,0.07863,0,0,False,False,False,bullish,False,0.0,False,1D reverse | 4H bearish | 1H reverse | 15m bearish | 4H premium,-0.221547934068278,-0.08631543406546482,0.025980589104446228,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.18564303014706715,0.18564303014706715,0.0,0.0,1,2,-0.11266232412877608,-0.1646699046737865,0.6530164135776229,-0.005158294882301756,0.735262014621995,False,0.9672724027193528,-0.4938387083917681
ASTERUSDT,0.7709,18313534.7688,3.1141,bullish,bullish,bullish,bullish,0.66,0.6405,bullish,0.7105,bullish,0.6405,premium,premium,46.539438067757565,13.03971279381415,B+,3.2499999999999383,0.7709,0.7673,0.7826,1,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-9.076133752965852,C,0.3076923076923135,0.7709,0.7826,0.7673,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.8847753107304124,-0.848278814546144,-1.5956894214859907,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.7031621118938451,3.703162111893845,0.0,2.0,0,3,0.10979428749045006,0.3684974301657373,0.23180237745807908,0.7877660347830747,1.6079029565230707,False,13.95510887092492,-14.387198821382768
