symbol,last,turnover24h,price24h_pct,1D,4H,1H,15m,1D_protected_low,1D_protected_high,1D_last_bos_side,1D_last_bos_level,1D_last_choch_side,1D_last_choch_level,4H_location,1H_location,15m_rsi,long_score,long_grade,long_rr,long_entry,long_stop_hint,long_target_hint,long_15m_trigger,long_5m_trigger,long_sweep15,long_mss15,long_disp15,long_fvg5,long_htf_aligned,long_chase_penalty,long_entry_model_ready,long_reasons,short_score,short_grade,short_rr,short_entry,short_stop_hint,short_target_hint,short_15m_trigger,short_5m_trigger,short_sweep15,short_mss15,short_disp15,short_fvg5,short_htf_aligned,short_chase_penalty,short_entry_model_ready,short_reasons,rs_vs_btc_30m_pct,rs_vs_btc_1h_pct,rs_vs_btc_4h_pct,btc_return_30m_pct,btc_return_1h_pct,btc_return_4h_pct,long_relative_strength_adj,short_relative_strength_adj,long_rs_persistence_bonus,short_rs_persistence_bonus,long_rs_positive_horizons,short_rs_positive_horizons,oi_change_15m_pct,oi_change_1h_pct,oi_change_4h_pct,long_oi_adj,short_oi_adj,oi_accelerating,long_score_base,short_score_base
WIFUSDT,0.2052,17694713.218,7.869800000000001,bullish,bullish,bullish,bullish,0.1341,0.14757,bearish,0.13635,bullish,0.14757,premium,premium,27.586876581589337,9.439520641524629,B+,,0.2052,0.2069,0.2155,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-3.160739423793982,C,1.446601941747572,0.2052,0.2155,0.1903,3,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-1.194373466616272,-1.80535608187945,-3.7180208389895997,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.960999405852492,5.710999405852492,0.0,2.75,0,3,0.3028748687823546,1.2512233566473574,2.0588962954757983,0.9013826360462964,1.9325218172751328,False,11.499137411330825,-10.804260646921607
PENGUUSDT,0.007751,17684922.0214,3.8384,bullish,bullish,bullish,bearish,0.005835,0.006493,bullish,0.006904,bullish,0.006493,premium,premium,35.30315937651538,7.168811359997749,B,,0.007753,0.007757,0.007867,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-1.485998522085657,C,1.9561403508771875,0.007753,0.007867,0.00753,3,5,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-0.9152203880226972,-1.0314845025523822,-1.9024374446472092,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.9487532246366825,4.6987532246366825,0.0,2.75,0,3,-0.07441514890923484,-0.15765702433478967,-0.6459359867472814,-0.03147667504905253,0.6600666427169928,False,9.149041259683484,-6.844818389439332
STGUSDT,0.15005,16606613.0484,-2.0613,bullish,bullish,bullish,bearish,0.11473,0.14495,bullish,0.14751,bullish,0.14495,equilibrium,equilibrium,45.89355926912762,7.989215480220433,B+,,0.15005,0.15114,0.15321,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-5.6644181468286074,C,5.104430379746789,0.15005,0.15321,0.13392,3,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish,-0.9734399694520279,-1.0188713621539836,-2.896571339486742,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.378156478235613,5.1281564782356135,0.0,2.75,0,3,-1.2340034161082536,-2.9104201387390005,-12.040354609496983,-0.5707404680493732,-0.8806870515696379,False,10.93811242650542,-9.911887573494583
CRCLUSDT,91.83,16204218.5851,5.923,bearish,bearish,bullish,bullish,85.74,105.75,bullish,103.47,bearish,85.74,premium,premium,41.20261931209136,-9.417106787964203,C,127.99999999993464,91.83,91.82,93.11,0,0,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H bullish | 15m bullish,11.600152423903836,B,0.0078125000000039,91.83,93.11,91.82,1,3,False,False,False,bearish,True,0.0,False,1D bearish | 4H bearish | 1H reverse | 15m reverse | 4H premium,-0.26322517085084485,-0.170175157525998,-0.6705999863602208,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.5390215299925437,1.7890215299925436,0.0,1.25,0,3,-0.07923867194538081,-0.0286706795964764,-1.1923133563969457,-0.036936495139952855,0.6444671567429918,False,-8.841148762831706,9.1666637371683
CRVUSDT,0.3355,16168283.7927,0.0,bullish,bearish,bullish,bearish,0.2886,0.2464,bullish,0.3537,bullish,0.2464,equilibrium,premium,37.5277584884056,0.6132776229420962,C,,0.3355,0.3377,0.3441,0,2,False,False,False,bearish,False,0.0,False,1D bullish | 4H reverse | 1H bullish | 15m reverse,3.7929482847793388,C,0.9534883720930284,0.3355,0.3441,0.3273,3,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H bearish | 1H reverse | 15m bearish,-0.9832974222808044,-1.0743085195315083,-1.8011871218317932,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.9776192345242314,4.727619234524232,0.0,2.75,0,3,-0.055221420941342636,-0.31966683393001016,-0.7814872546884621,-0.042568711933056703,0.6283751087626951,False,2.6334655693993843,-1.563046058507588
FILUSDT,0.9901,16159960.0267,14.9052,bullish,bullish,bullish,bullish,0.7717,0.6998,bullish,0.8816,bullish,0.6998,premium,premium,64.39188940205005,15.885179124163436,B+,0.3710407239818996,0.9901,0.968,0.9983,1,1,False,False,False,bullish,True,1.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-14.207015250761632,C,2.695121951219518,0.9901,0.9983,0.968,0,0,False,False,False,bullish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,0.4394513129596933,1.2807778483303167,1.495381260013029,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,4.3583556410433175,-1.6083556410433177,2.75,0.0,3,0,0.1980801272564614,-0.6691540116138261,-0.2355390708133953,0.6724066462708408,-0.027157673805205722,False,10.854416836849278,-12.571501935913108
NVDAUSDT,222.25,15525135.8351,0.5519,bearish,bullish,bullish,bullish,215.3,233.85,bullish,230.3,bearish,215.3,premium,premium,52.67197459546208,3.0027691192579558,C,4.750000000000888,222.25,222.21,222.44,1,1,False,False,False,bullish,False,0.0,False,1D reverse | 4H bullish | 1H bullish | 15m bullish,-1.6387608683599806,C,0.2105263157894343,222.25,222.44,222.21,0,0,False,False,False,bullish,False,0.0,False,1D bearish | 4H reverse | 1H reverse | 15m reverse | 4H premium,0.09658032160283492,0.00556922435213103,0.36660704519284604,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,1.4641484647828884,-0.2141484647828884,1.25,0.0,3,0,0.015814384312129448,-0.004517476989096547,-0.5999344103463033,-0.012793508991627456,0.7134471171667787,False,1.5514141634666945,-2.138059520743871
DRIFTUSDT,0.01493,14400668.8755,-10.5917,bullish,bullish,bearish,bearish,0.01086,0.0129,bearish,0.01161,bullish,0.0129,equilibrium,equilibrium,35.10156373620168,1.8674727197550771,C,,0.01493,0.01546,0.01562,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H reverse | 15m reverse,0.5573698825057347,C,0.5072463768115965,0.01493,0.01562,0.01458,3,5,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H bearish | 15m bearish,-1.1526997586765897,-2.2790106918832986,-4.557607375522787,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-3.0,5.75,0.0,2.75,0,3,-0.27720582078079037,-1.101486565001053,-3.3822260939946336,-0.17088034603281171,0.2617704399062522,False,5.038353065787889,-5.454400557400517
POLUSDT,0.10354,14397588.7784,4.2441,bullish,bullish,bullish,bullish,0.09031,0.07864,bullish,0.09865,bullish,0.07864,premium,premium,36.78233696084634,12.727923487267448,B+,5.123076923076961,0.10354,0.10289,0.10687,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-5.5874437456486215,C,0.1951951951951937,0.10354,0.10687,0.10289,1,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.43246926863073076,-1.432500493933364,-2.9715101985122616,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.2791172017614088,5.029117201761409,0.0,2.75,0,3,0.1386532278404129,0.37094242641795283,0.3654544049750408,1.5437247829662666,2.3749279513321904,True,13.46331590606259,-12.99148889874222
RAYDIUMUSDT,1.7657,14263409.5976,4.8237000000000005,bullish,bullish,bullish,bullish,1.192,0.7285,bullish,1.7477,bullish,0.7285,premium,premium,57.65701512235913,11.934783134346787,B+,0.7554179566563461,1.7657,1.7334,1.7901,1,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-12.52571294642963,C,1.3237704918032798,1.7657,1.7901,1.7334,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-1.0085809545634428,-0.042019401042248106,2.145510806220541,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.16228615486226217,-0.16228615486226217,0.0,0.0,1,2,-0.2469593964509631,1.2093758725872927,2.394714539617482,0.10538968127755559,1.0511133750787303,False,11.66710729820697,-13.414540166646098
WLFIUSDT,0.05872,14190688.4198,0.7882999999999999,bullish,bullish,bullish,bearish,0.05056,0.05617,bearish,0.05371,bullish,0.05617,premium,premium,49.599182383563935,10.123151753295476,B,0.3725490196078322,0.05872,0.05821,0.05891,1,1,False,False,False,bullish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-10.338698005995083,C,2.6842105263158684,0.05872,0.05891,0.05821,0,0,False,False,False,bullish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-0.1661607434159995,0.3563307894263179,-0.13833521826129846,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.03343732583021897,-0.03343732583021897,0.0,0.0,1,2,0.046284086279024805,-0.7592308567333506,-0.38736809692131446,0.606364022058697,-0.050272592279456046,False,9.48335040540656,-10.254988087885408
JUPUSDT,0.2662,13981325.1747,4.4348,bullish,bullish,bullish,bullish,0.2071,0.1892,bullish,0.2564,bullish,0.1892,premium,premium,38.93968557494168,10.20539322556502,B+,,0.2662,0.2736,0.2794,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-3.1581812897147024,C,1.0,0.2662,0.2794,0.253,3,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.9337683093434967,-2.1505703249108277,-2.947582244686986,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.851545104103792,5.601545104103792,0.0,2.75,0,3,0.18572653192425737,0.22236683305549843,2.916107517815947,1.5987189950452994,2.5320542715579983,True,11.458219334623513,-11.291780665376493
ARUSDT,4.19,13881424.1784,57.1271,bullish,bullish,bullish,bullish,2.425,1.867,bullish,2.922,bullish,1.867,premium,premium,63.469082210405,8.518374014134762,B,0.2765306122448967,4.19,3.602,4.3526,3,1,False,True,False,bullish,True,4.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-11.34660987171807,C,,4.19,4.098,3.602,0,2,False,False,False,bullish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-3.011927608185061,-0.03491316545211065,1.0000340064841184,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.3695377700595346,0.3695377700595346,0.0,0.0,1,2,-0.019042700151938874,-0.615691017543829,12.562557495976478,0.2544075618393071,1.476878748112306,False,8.63350422235499,-13.19302638988991
TIAUSDT,0.4044,13433385.0135,5.2018,bullish,bullish,bullish,bearish,0.32,0.3327,bullish,0.3683,bullish,0.3327,premium,premium,43.64500797991222,10.405617834431753,B+,4.454545454545509,0.4044,0.4033,0.4093,0,1,False,False,False,bullish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-6.6671756665686335,C,0.2244897959183645,0.4044,0.4093,0.4033,1,4,False,False,False,bullish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-0.8498356257200745,-0.47767981828016337,-1.1336101261233855,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.2875018324996286,2.5375018324996286,0.0,1.25,0,3,-0.14383594794009635,1.0287539935764478,-0.27664581840112223,0.04184548204415168,0.8695585201261476,False,11.65127418488723,-10.07423601919441
PENDLEUSDT,2.68,13176251.5068,5.4702,bullish,bullish,bullish,bearish,1.918,1.4579,bullish,2.463,bullish,1.4579,premium,premium,56.6532335240141,9.612919989068429,B,0.72727272727272,2.68,2.658,2.696,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-10.466668839310664,C,1.3750000000000138,2.68,2.696,2.658,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,0.10557838701877875,0.389661063211455,-0.9015056359339524,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.07200646762931368,0.07200646762931368,0.0,0.0,2,1,-0.031413609402575204,0.26842246059779473,1.0814799385624019,0.8597369790230953,0.03840794265808337,False,8.825189477674646,-10.57708324959806
ZROUSDT,1.1141,12816934.0655,-0.7830999999999999,bullish,bullish,bearish,bearish,0.9171,0.9653,bullish,1.0596,bullish,0.9653,premium,premium,43.249841616419225,4.041435879936947,C,1.969849246231148,1.1141,1.0942,1.1533,1,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H reverse | 15m reverse,-3.115506602347325,C,0.5076530612244918,1.1141,1.1533,1.0942,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H bearish | 15m bearish | 4H premium,-0.3496974565805888,-0.19126768427881746,-0.8430653386123255,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.6774676763614605,1.9274676763614607,0.0,1.25,0,3,-0.01817276217698227,0.5485212327170474,2.131092878851737,0.08094064999971169,0.9812589999991763,False,4.6379629062986965,-6.024233278707961
INTCUSDT,108.55,11911471.6686,-2.2152000000000003,bullish,bullish,bearish,bearish,94.68,106.09,bearish,95.52,bullish,106.09,premium,premium,40.35387646741143,3.128475671576888,C,,108.55,108.62,108.84,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H reverse | 15m reverse,-0.4038515199423348,C,6.827586206896418,108.55,108.84,106.57,3,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H bearish | 15m bearish | 4H premium,0.01353973078315196,-0.17851840350151527,0.12332749842679513,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.04161281940136252,0.04161281940136252,0.0,0.0,2,1,-0.10589330347229309,-0.24996145366030786,-0.44642638522705,-0.03529767786566366,0.6491494918123896,False,3.2053861688439143,-1.094613831156087
EWYUSDT,180.6,11630657.4589,-0.5943999999999999,bullish,bearish,bullish,bullish,173.86,177.38,bullish,189.21,bullish,177.38,discount,premium,44.6864731843849,7.829374599190024,B,4.000000000001705,180.6,180.55,180.8,0,0,False,False,False,bearish,False,0.0,False,1D bullish | 4H reverse | 1H bullish | 15m bullish | 4H discount,-8.322963597166659,C,0.2499999999998934,180.6,180.8,180.55,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H bearish | 1H reverse | 15m reverse,0.08343489720479269,-0.07394786845277279,0.3586443153634322,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.15767018461501525,-0.15767018461501525,0.0,0.0,2,1,-1.2426733358889108,-0.4491309530301746,-0.4974252713529581,-0.15453729152967782,0.3084648813437776,False,7.826241706104687,-8.473758293895422
SOXSUSDT,42.49,11158258.2228,-4.4349,bearish,bearish,bearish,bearish,41.94,52.28,bullish,47.99,bearish,41.94,discount,discount,63.51784362940932,-4.978595842642168,C,9.333333333333211,42.49,42.22,45.01,3,3,False,True,False,bullish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H discount,10.240191643388313,B+,,42.49,42.34,42.22,0,0,False,False,False,bullish,True,0.0,False,1D bearish | 4H bearish | 1H bearish | 15m bearish,0.48311496087435346,0.6533181769220686,1.0156719835469286,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,3.844203613078032,-1.0942036130780322,2.75,0.0,3,0,-0.09675237404250803,-0.18091876504157112,-2.7753411035222886,0.5081619812514807,-0.08464330656198174,False,-9.33096143697168,11.419038563028325
1000BONKUSDT,0.002993,11138231.2665,6.99,bearish,bullish,bullish,bearish,0.002855,0.003678,bearish,0.002611,bearish,0.002855,premium,premium,42.13403664630199,0.1633916939221276,C,77.9999999999896,0.002993,0.002992,0.003071,0,3,False,False,False,bullish,False,0.0,False,1D reverse | 4H bullish | 1H bullish | 15m reverse,5.472086326006187,C,0.0128205128205145,0.002993,0.003071,0.002992,1,0,False,False,False,bullish,False,0.0,False,1D bearish | 4H reverse | 1H reverse | 15m bearish | 4H premium,-0.49084308415418,-1.040841681208171,-0.8326638407966436,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.2431656005646865,2.4931656005646863,0.0,1.25,0,3,0.4846150051037945,0.5435291319977553,1.499499443258312,1.6128308020722468,2.572373720206419,True,-0.2062735075854327,0.4065470052350821
COTIUSDT,0.020442,11063593.308,-10.2231,bullish,bullish,bullish,bearish,0.015833,0.008325,bullish,0.022257,bullish,0.008325,equilibrium,discount,40.96633756236852,9.600393915955776,B+,,0.020442,0.020472,0.021384,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-8.860158099350627,C,0.2208067940552011,0.020442,0.021384,0.020234,3,1,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish,-1.7641181468514788,-2.206699548867641,-1.1577433039257956,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.263097321570318,4.263097321570318,0.0,2.0,0,3,-0.05410782370357525,-0.05875601577178813,0.19320775015376768,-0.0040672436550530655,0.7383793038427056,False,11.867558481181147,-13.861634724763652
ATOMUSDT,1.682,10923770.5174,3.6218,bullish,bullish,bullish,bearish,1.436,1.5099,bullish,1.579,bullish,1.5099,equilibrium,premium,32.25416540040172,8.771836135998623,B+,,1.682,1.703,1.779,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-4.418407913056885,C,0.5360824742268048,1.682,1.779,1.63,3,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish,-1.1282641511715763,-1.5662289631593218,-4.675141677379113,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.8270882193692204,5.57708821936922,0.0,2.75,0,3,0.04190593748043536,0.018984114401598973,-0.9203545522684209,0.7335753281426735,1.453072366121924,True,10.86534902722517,-11.44856849854803
SAMSUNGUSDT,187.92,10793125.7515,-0.3816,bullish,bearish,bullish,bullish,178.71,186.56,bullish,191.66,bullish,186.56,equilibrium,premium,41.97310684590374,3.7392744251085737,C,,187.92,187.96,188.28,0,0,False,False,False,bearish,False,0.0,False,1D bullish | 4H reverse | 1H bullish | 15m bullish,-1.5740800549869174,C,5.944444444444181,187.92,188.28,185.78,3,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H bearish | 1H reverse | 15m reverse,0.015191317686569228,-0.16604360000616047,0.32118692295949325,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,0.045617898304726914,-0.045617898304726914,0.0,0.0,2,1,-0.2602109648601525,-1.0338112817560585,-1.4266000459413508,-0.11960236803094258,0.40827894848302115,False,3.813258894834789,-1.9367411051652117
BTWUSDT,0.61036,10654723.0028,-9.9477,bullish,bearish,bearish,bearish,0.36518,,bullish,0.4832,,,equilibrium,discount,40.09968582885674,-0.4880972687427685,C,6.977272727272799,0.61036,0.60684,0.63492,0,1,False,False,False,bullish,False,0.0,False,1D bullish | 4H reverse | 1H reverse | 15m reverse,5.312673221064271,C,0.1433224755700311,0.61036,0.63492,0.60684,1,0,False,False,False,bullish,False,0.0,False,1D reverse | 4H bearish | 1H bearish | 15m bearish,0.4386054885346158,-1.8515474048822922,-1.9597335070142496,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.5283562905167063,2.0283562905167063,0.0,0.5,1,2,1.0167918386029928,3.3508471753251667,4.641032323626093,1.9042421563403982,3.4049775895439947,True,-0.8639831345664604,-0.1206606589964296
DRAMUSDT,59.24,10347116.998,1.6989,bullish,bullish,bullish,bearish,54.17,60.1,bullish,57.52,bullish,60.1,equilibrium,premium,38.06828442952924,11.161578258652744,B+,,59.24,59.26,59.4,1,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-8.902199339485493,C,9.250000000000222,59.24,59.4,57.76,2,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish,-0.01244555498088884,-0.1875890444637318,0.1509505759596963,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.05296667116973719,0.05296667116973719,0.0,0.0,1,2,-0.15324231933632193,-0.5846733002091375,-1.7999914122618699,-0.09138281410338193,0.48890624541890876,False,11.305927743925862,-9.44407225607414
ZENUSDT,7.834,9923325.0868,8.6522,bullish,bullish,bullish,bullish,5.969,4.349,bullish,7.869,bullish,4.349,premium,premium,36.27164962355811,8.724302296874518,B+,,7.834,8.026,8.296,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-6.996965210543185,C,1.9069264069264065,7.834,8.296,6.953,3,1,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-1.2644568065458217,-0.9321633338118196,-2.937501914062879,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.4470122325597705,4.4470122325597705,0.0,2.0,0,3,-0.3875601412550722,-3.083700211316176,-0.26374567042659613,-0.22734835817273122,0.10043326236362504,False,11.39866288760702,-11.54441070546658
MORPHOUSDT,2.701,9760138.727,18.0164,bullish,bullish,bullish,bullish,2.044,2.0591,bullish,2.477,bullish,2.0591,premium,premium,56.86499568184758,11.221717736798258,B+,3.407407407407393,2.701,2.674,2.793,0,0,False,False,False,bearish,True,1.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-7.498872408318297,C,0.2934782608695664,2.701,2.793,2.674,1,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-1.1769426829702279,-2.9742695845567435,-0.8207742343426139,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.1283096937370454,3.3783096937370454,0.0,1.25,0,3,0.2680264769446383,1.4213802448107327,4.026274932307783,0.9542450342906584,2.083557240830453,False,12.395782396244645,-12.960739342885796
MNTUSDT,0.6101,9617334.3587,4.1282,bullish,bullish,bullish,bearish,0.536,0.4321,bullish,0.5821,bullish,0.4321,premium,premium,30.38192910381555,7.626028631543266,B,,0.6101,0.6126,0.6241,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m reverse,-3.4536931251579235,C,1.764285714285709,0.6101,0.6241,0.5854,3,3,False,True,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m bearish | 4H premium,-0.5780153629812212,-0.6690264602319251,-1.5597688332581017,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.3839059263539328,4.133905926353933,0.0,2.75,0,3,-0.08106796734396182,-0.21096992246674162,-0.559833821852529,-0.033287328143333274,0.6548933481619049,False,9.043221886040532,-8.242492399673761
VIRTUALUSDT,0.6659,9390633.5101,4.7723,bearish,bullish,bullish,bullish,0.6531,0.7579,bullish,0.7289,bearish,0.6531,equilibrium,premium,46.04477798291637,0.587861808609945,C,4.565217391304169,0.6659,0.6636,0.6764,0,0,False,False,False,bearish,False,0.0,False,1D reverse | 4H bullish | 1H bullish | 15m bullish,1.207765102574283,C,0.2190476190476276,0.6659,0.6764,0.6636,1,1,False,False,False,bearish,False,0.0,False,1D bearish | 4H reverse | 1H reverse | 15m reverse,-0.6691534365807383,-1.464722651060324,-1.0236510468773274,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.6758073943985379,3.6758073943985377,0.0,2.0,0,3,-0.12486062983022572,0.1036136429816592,0.21548942474425292,-0.0004087536278889483,0.7488321324917458,False,2.264077956636372,-3.2168744243160003
SHIB1000USDT,0.005403,9328500.234,1.7108,bullish,bullish,bearish,bearish,0.004344,0.00519,bullish,0.004674,bullish,0.00519,premium,premium,35.003183494768535,5.07304504382073,C,17.200000000000728,0.005403,0.005398,0.005489,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H reverse | 15m reverse,-2.0958608333313062,C,0.0581395348837184,0.005403,0.005489,0.005398,1,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H bearish | 15m bearish | 4H premium,-0.5558215762367702,-0.372315540003465,-0.9069369174198871,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.9418191868610755,2.1918191868610757,0.0,1.25,0,3,0.14598727095103126,0.6325091769070257,2.1584344602855188,0.8519394999765132,1.7912557142186092,False,5.162924730705292,-6.078935734410991
ICPUSDT,2.859,9129772.7977,4.1818,bullish,bullish,bullish,bullish,2.431,2.249,bullish,2.856,bullish,2.249,premium,premium,48.4866380504521,10.534685436023041,B+,0.548387096774188,2.859,2.828,2.876,1,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-10.542391320046999,C,1.8235294117647245,2.859,2.876,2.828,0,1,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-0.4163422810396833,-0.12514629737827576,-0.992648783390282,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-0.7447029605810693,1.9947029605810693,0.0,1.25,0,3,-0.30220373152523017,-0.9820880900831663,-0.6879309045390247,-0.10318268811992203,0.4551923196573656,False,11.382571084724033,-12.992286600285434
EIGENUSDT,0.2281,9125271.5992,8.053,bullish,bullish,bullish,bullish,0.1856,0.18862,bullish,0.2285,bullish,0.18862,premium,premium,34.425729197820246,11.43001988336443,B+,43.00000000000074,0.2281,0.2278,0.241,2,0,True,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-7.034654370318169,C,0.0232558139534879,0.2281,0.241,0.2278,1,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse | 4H premium,-1.4899369213037805,-2.1295150429935017,-2.5405101110850925,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-2.816204044434037,5.566204044434037,0.0,2.75,0,3,-0.11901681283204013,0.06368813908603776,-1.310890476197768,-0.037874391963776066,0.6417874515320684,False,14.284098319762242,-13.242645866284274
CHIPUSDT,0.04564,8876636.188,7.037,bullish,bullish,bullish,bullish,0.02726,0.02623,bullish,0.04736,bullish,0.02623,equilibrium,premium,49.40527990243949,14.383519593608243,B+,6.18749999999997,0.04564,0.04548,0.04663,0,0,False,False,False,bearish,True,0.0,False,1D bullish | 4H bullish | 1H bullish | 15m bullish,-10.447236948521915,C,0.1616161616161624,0.04564,0.04663,0.04548,1,3,False,False,False,bearish,False,0.0,False,1D reverse | 4H reverse | 1H reverse | 15m reverse,-1.6378568260677406,-1.0688563288667963,-0.7303167084433682,-0.10557838701877875,-0.014567289768074865,-0.353106910191503,-1.6406862275427532,2.890686227542753,0.0,1.25,0,3,0.16564771692408886,0.9547764124260727,0.9496891976385147,0.8449064529367113,1.7711612941048895,False,15.179299368214284,-15.109084470169558
